season,round,raceId,driverId,number,position,time,,,
2010,1,Bahrain Grand Prix,vettel,1,1,0:02:03,,,
2010,1,Bahrain Grand Prix,alonso,1,2,0:02:05,,,
2010,1,Bahrain Grand Prix,massa,1,3,0:02:07,,,
2010,1,Bahrain Grand Prix,rosberg,1,4,0:02:08,,,
2010,1,Bahrain Grand Prix,hamilton,1,5,0:02:09,,,
2010,1,Bahrain Grand Prix,michael_schumacher,1,6,0:02:10,,,
2010,1,Bahrain Grand Prix,webber,1,7,0:02:10,,,
2010,1,Bahrain Grand Prix,button,1,8,0:02:11,,,
2010,1,Bahrain Grand Prix,liuzzi,1,9,0:02:11,,,
2010,1,Bahrain Grand Prix,barrichello,1,10,0:02:12,,,
2010,1,Bahrain Grand Prix,petrov,1,11,0:02:13,,,
2010,1,Bahrain Grand Prix,kobayashi,1,12,0:02:14,,,
2010,1,Bahrain Grand Prix,hulkenberg,1,13,0:02:14,,,
2010,1,Bahrain Grand Prix,rosa,1,14,0:02:15,,,
2010,1,Bahrain Grand Prix,alguersuari,1,15,0:02:15,,,
2010,1,Bahrain Grand Prix,kovalainen,1,16,0:02:17,,,
2010,1,Bahrain Grand Prix,buemi,1,17,0:02:18,,,
2010,1,Bahrain Grand Prix,glock,1,18,0:02:19,,,
2010,1,Bahrain Grand Prix,grassi,1,19,0:02:19,,,
2010,1,Bahrain Grand Prix,trulli,1,20,0:02:20,,,
2010,1,Bahrain Grand Prix,kubica,1,21,0:02:20,,,
2010,1,Bahrain Grand Prix,sutil,1,22,0:02:24,,,
2010,1,Bahrain Grand Prix,bruno_senna,1,23,0:02:28,,,
2010,1,Bahrain Grand Prix,chandhok,1,24,0:02:34,,,
2010,1,Bahrain Grand Prix,vettel,2,1,0:02:03,,,
2010,1,Bahrain Grand Prix,alonso,2,2,0:02:03,,,
2010,1,Bahrain Grand Prix,massa,2,3,0:02:03,,,
2010,1,Bahrain Grand Prix,rosberg,2,4,0:02:04,,,
2010,1,Bahrain Grand Prix,hamilton,2,5,0:02:04,,,
2010,1,Bahrain Grand Prix,michael_schumacher,2,6,0:02:04,,,
2010,2,Australian Grand Prix,vettel,1,1,0:02:07,,,
2010,2,Australian Grand Prix,massa,1,2,0:02:08,,,
2010,2,Australian Grand Prix,webber,1,3,0:02:10,,,
2010,2,Australian Grand Prix,kubica,1,4,0:02:11,,,
2010,2,Australian Grand Prix,rosberg,1,5,0:02:12,,,02:01.2
2010,2,Australian Grand Prix,button,1,6,0:02:13,,,
2010,2,Australian Grand Prix,hamilton,1,7,0:02:14,,,
2010,2,Australian Grand Prix,sutil,1,8,0:02:15,,,
2010,2,Australian Grand Prix,barrichello,1,9,0:02:16,,,
2010,2,Australian Grand Prix,petrov,1,10,0:02:18,,,
2010,2,Australian Grand Prix,rosa,1,11,0:02:18,,,
2010,2,Australian Grand Prix,liuzzi,1,12,0:02:19,,,
2010,2,Australian Grand Prix,alguersuari,1,13,0:02:20,,,
2010,2,Australian Grand Prix,bruno_senna,1,14,0:02:21,,,
2010,2,Australian Grand Prix,kovalainen,1,15,0:02:22,,,
2010,2,Australian Grand Prix,chandhok,1,16,0:02:23,,,
2010,2,Australian Grand Prix,glock,1,17,0:02:25,,,
2010,2,Australian Grand Prix,alonso,1,18,0:02:26,,,
2010,2,Australian Grand Prix,grassi,1,19,0:02:28,,,
2010,2,Australian Grand Prix,michael_schumacher,1,20,0:02:36,,,
2010,2,Australian Grand Prix,vettel,2,1,0:02:44,,,
2010,2,Australian Grand Prix,massa,2,2,0:02:44,,,
2010,2,Australian Grand Prix,webber,2,3,0:02:44,,,
2010,2,Australian Grand Prix,kubica,2,4,0:02:44,,,
2010,2,Australian Grand Prix,rosberg,2,5,0:02:44,,,
2010,2,Australian Grand Prix,button,2,6,0:02:44,,,
2010,2,Australian Grand Prix,hamilton,2,7,0:02:44,,,
2010,2,Australian Grand Prix,sutil,2,8,0:02:45,,,
2010,2,Australian Grand Prix,barrichello,2,9,0:02:45,,,
2010,2,Australian Grand Prix,petrov,2,10,0:02:44,,,
2010,3,Malaysian Grand Prix,vettel,1,1,0:01:47,,,
2010,3,Malaysian Grand Prix,webber,1,2,0:01:48,,,
2010,3,Malaysian Grand Prix,rosberg,1,3,0:01:49,,,
2010,3,Malaysian Grand Prix,kubica,1,4,0:01:50,,,
2010,3,Malaysian Grand Prix,sutil,1,5,0:01:50,,,
2010,3,Malaysian Grand Prix,michael_schumacher,1,6,0:01:51,,,
2010,3,Malaysian Grand Prix,hulkenberg,1,7,0:01:51,,,
2010,3,Malaysian Grand Prix,liuzzi,1,8,0:01:52,,,
2010,3,Malaysian Grand Prix,petrov,1,9,0:01:53,,,
2010,3,Malaysian Grand Prix,kobayashi,1,10,0:01:53,,,
2010,3,Malaysian Grand Prix,alguersuari,1,11,0:01:54,,,
2010,3,Malaysian Grand Prix,buemi,1,12,0:01:54,,,
2010,3,Malaysian Grand Prix,hamilton,1,13,0:01:55,,,
2010,3,Malaysian Grand Prix,massa,1,14,0:01:55,,,
2010,3,Malaysian Grand Prix,button,1,15,0:01:56,,,
2010,3,Malaysian Grand Prix,alonso,1,16,0:01:56,,,
2010,3,Malaysian Grand Prix,trulli,1,17,0:01:58,,,
2010,3,Malaysian Grand Prix,glock,1,18,0:01:58,,,
2010,3,Malaysian Grand Prix,grassi,1,19,0:01:59,,,
2010,3,Malaysian Grand Prix,bruno_senna,1,20,0:02:00,,,
2010,3,Malaysian Grand Prix,kovalainen,1,21,0:02:00,,,
2010,3,Malaysian Grand Prix,barrichello,1,22,0:02:00,,,
2010,3,Malaysian Grand Prix,chandhok,1,23,0:02:01,,,
2010,3,Malaysian Grand Prix,vettel,2,1,0:01:42,,,
2010,3,Malaysian Grand Prix,webber,2,2,0:01:42,,,
2010,3,Malaysian Grand Prix,rosberg,2,3,0:01:43,,,
2010,3,Malaysian Grand Prix,kubica,2,4,0:01:43,,,
2010,3,Malaysian Grand Prix,sutil,2,5,0:01:43,,,
2010,3,Malaysian Grand Prix,michael_schumacher,2,6,0:01:44,,,
2010,3,Malaysian Grand Prix,hulkenberg,2,7,0:01:44,,,
2010,4,Chinese Grand Prix,alonso,1,1,0:01:59,,,
2010,4,Chinese Grand Prix,webber,1,2,0:01:59,,,
2010,4,Chinese Grand Prix,vettel,1,3,0:02:00,,,
2010,4,Chinese Grand Prix,rosberg,1,4,0:02:01,,,
2010,4,Chinese Grand Prix,button,1,5,0:02:02,,,
2010,4,Chinese Grand Prix,hamilton,1,6,0:02:02,,,
2010,4,Chinese Grand Prix,massa,1,7,0:02:03,,,
2010,4,Chinese Grand Prix,michael_schumacher,1,8,0:02:04,,,
2010,4,Chinese Grand Prix,kubica,1,9,0:02:07,,,
2010,4,Chinese Grand Prix,petrov,1,10,0:02:09,,,
2010,4,Chinese Grand Prix,rosa,1,11,0:02:10,,,
2010,4,Chinese Grand Prix,barrichello,1,12,0:02:10,,,
2010,4,Chinese Grand Prix,trulli,1,13,0:02:11,,,
2010,4,Chinese Grand Prix,kovalainen,1,14,0:02:11,,,
2010,4,Chinese Grand Prix,sutil,1,15,0:02:12,,,
2010,4,Chinese Grand Prix,bruno_senna,1,16,0:02:12,,,
2010,4,Chinese Grand Prix,hulkenberg,1,17,0:02:14,,,
2010,4,Chinese Grand Prix,alguersuari,1,18,0:02:15,,,
2010,4,Chinese Grand Prix,chandhok,1,19,0:02:15,,,
2010,4,Chinese Grand Prix,grassi,1,20,0:17:06,,,
2010,4,Chinese Grand Prix,alonso,2,1,0:02:42,,,
2010,4,Chinese Grand Prix,webber,2,2,0:02:42,,,
2010,4,Chinese Grand Prix,rosberg,2,3,0:02:45,,,
2010,4,Chinese Grand Prix,button,2,4,0:02:45,,,
2010,4,Chinese Grand Prix,vettel,2,5,0:02:51,,,
2010,4,Chinese Grand Prix,kubica,2,6,0:02:46,,,
2010,4,Chinese Grand Prix,petrov,2,7,0:02:45,,,
2010,4,Chinese Grand Prix,massa,2,8,0:02:51,,,
2010,4,Chinese Grand Prix,rosa,2,9,0:02:44,,,
2010,4,Chinese Grand Prix,kovalainen,2,10,0:02:45,,,
2010,5,Spanish Grand Prix,webber,1,1,0:01:31,,,
2010,5,Spanish Grand Prix,vettel,1,2,0:01:32,,,
2010,5,Spanish Grand Prix,hamilton,1,3,0:01:33,,,
2010,5,Spanish Grand Prix,alonso,1,4,0:01:34,,,
2010,5,Spanish Grand Prix,button,1,5,0:01:35,,,
2010,5,Spanish Grand Prix,michael_schumacher,1,6,0:01:35,,,
2010,5,Spanish Grand Prix,massa,1,7,0:01:36,,,
2010,5,Spanish Grand Prix,sutil,1,8,0:01:37,,,
2010,5,Spanish Grand Prix,alguersuari,1,9,0:01:38,,,
2010,5,Spanish Grand Prix,kubica,1,10,0:01:38,,,
2010,5,Spanish Grand Prix,rosberg,1,11,0:01:38,,,
2010,5,Spanish Grand Prix,barrichello,1,12,0:01:39,,,
2010,5,Spanish Grand Prix,hulkenberg,1,13,0:01:39,,,
2010,5,Spanish Grand Prix,liuzzi,1,14,0:01:40,,,
2010,5,Spanish Grand Prix,trulli,1,15,0:01:41,,,
2010,5,Spanish Grand Prix,kobayashi,1,16,0:01:41,,,
2010,5,Spanish Grand Prix,glock,1,17,0:01:42,,,
2010,5,Spanish Grand Prix,chandhok,1,18,0:01:44,,,
2010,5,Spanish Grand Prix,petrov,1,19,0:01:44,,,
2010,5,Spanish Grand Prix,grassi,1,20,0:01:45,,,
2010,5,Spanish Grand Prix,buemi,1,21,0:01:46,,,
2010,5,Spanish Grand Prix,rosa,1,22,0:02:11,,,
2010,5,Spanish Grand Prix,webber,2,1,0:01:28,,,
2010,5,Spanish Grand Prix,vettel,2,2,0:01:29,,,
2010,5,Spanish Grand Prix,hamilton,2,3,0:01:29,,,
2010,5,Spanish Grand Prix,alonso,2,4,0:01:29,,,
2010,5,Spanish Grand Prix,button,2,5,0:01:29,,,
2010,5,Spanish Grand Prix,michael_schumacher,2,6,0:01:30,,,
2010,5,Spanish Grand Prix,massa,2,7,0:01:30,,,
2010,5,Spanish Grand Prix,sutil,2,8,0:01:30,,,
2010,6,Monaco Grand Prix,webber,1,1,0:01:27,,,
2010,6,Monaco Grand Prix,vettel,1,2,0:01:28,,,
2010,6,Monaco Grand Prix,kubica,1,3,0:01:29,,,
2010,6,Monaco Grand Prix,massa,1,4,0:01:30,,,
2010,6,Monaco Grand Prix,hamilton,1,5,0:01:31,,,
2010,6,Monaco Grand Prix,barrichello,1,6,0:01:33,,,
2010,6,Monaco Grand Prix,michael_schumacher,1,7,0:01:35,,,
2010,6,Monaco Grand Prix,rosberg,1,8,0:01:36,,,
2010,6,Monaco Grand Prix,liuzzi,1,9,0:01:37,,,
2010,6,Monaco Grand Prix,sutil,1,10,0:01:38,,,
2010,6,Monaco Grand Prix,button,1,11,0:01:39,,,
2010,6,Monaco Grand Prix,buemi,1,12,0:01:40,,,
2010,6,Monaco Grand Prix,petrov,1,13,0:01:41,,,
2010,6,Monaco Grand Prix,rosa,1,14,0:01:42,,,
2010,6,Monaco Grand Prix,kobayashi,1,15,0:01:43,,,
2010,6,Monaco Grand Prix,alguersuari,1,16,0:01:45,,,
2010,6,Monaco Grand Prix,kovalainen,1,17,0:01:45,,,
2010,6,Monaco Grand Prix,glock,1,18,0:01:46,,,
2010,6,Monaco Grand Prix,trulli,1,19,0:01:48,,,
2010,6,Monaco Grand Prix,grassi,1,20,0:01:48,,,
2010,6,Monaco Grand Prix,bruno_senna,1,21,0:01:50,,,
2010,6,Monaco Grand Prix,chandhok,1,22,0:01:51,,,
2010,6,Monaco Grand Prix,alonso,1,23,0:02:03,,,
2010,6,Monaco Grand Prix,webber,2,1,0:02:15,,,
2010,6,Monaco Grand Prix,vettel,2,2,0:02:14,,,
2010,6,Monaco Grand Prix,kubica,2,3,0:02:14,,,
2010,6,Monaco Grand Prix,massa,2,4,0:02:15,,,
2010,6,Monaco Grand Prix,hamilton,2,5,0:02:14,,,
2010,6,Monaco Grand Prix,barrichello,2,6,0:02:13,,,
2010,6,Monaco Grand Prix,michael_schumacher,2,7,0:02:13,,,
2010,7,Turkish Grand Prix,webber,1,1,0:01:36,,,
2010,7,Turkish Grand Prix,hamilton,1,2,0:01:37,,,
2010,7,Turkish Grand Prix,vettel,1,3,0:01:38,,,
2010,7,Turkish Grand Prix,button,1,4,0:01:39,,,
2010,7,Turkish Grand Prix,michael_schumacher,1,5,0:01:39,,,
2010,7,Turkish Grand Prix,rosberg,1,6,0:01:40,,,
2010,7,Turkish Grand Prix,kubica,1,7,0:01:40,,,
2010,7,Turkish Grand Prix,massa,1,8,0:01:41,,,
2010,7,Turkish Grand Prix,petrov,1,9,0:01:41,,,
2010,7,Turkish Grand Prix,kobayashi,1,10,0:01:42,,,
2010,7,Turkish Grand Prix,sutil,1,11,0:01:42,,,
2010,7,Turkish Grand Prix,alonso,1,12,0:01:42,,,
2010,7,Turkish Grand Prix,rosa,1,13,0:01:43,,,
2010,7,Turkish Grand Prix,alguersuari,1,14,0:01:43,,,
2010,7,Turkish Grand Prix,hulkenberg,1,15,0:01:44,,,
2010,7,Turkish Grand Prix,liuzzi,1,16,0:01:45,,,
2010,7,Turkish Grand Prix,trulli,1,17,0:01:45,,,
2010,7,Turkish Grand Prix,kovalainen,1,18,0:01:45,,,
2010,7,Turkish Grand Prix,bruno_senna,1,19,0:01:46,,,
2010,7,Turkish Grand Prix,barrichello,1,20,0:01:47,,,
2010,7,Turkish Grand Prix,glock,1,21,0:01:49,,,
2010,7,Turkish Grand Prix,chandhok,1,22,0:01:49,,,
2010,7,Turkish Grand Prix,grassi,1,23,0:01:52,,,
2010,7,Turkish Grand Prix,buemi,1,24,0:02:15,,,
2010,7,Turkish Grand Prix,webber,2,1,0:01:34,,,
2010,7,Turkish Grand Prix,hamilton,2,2,0:01:34,,,
2010,7,Turkish Grand Prix,vettel,2,3,0:01:34,,,
2010,7,Turkish Grand Prix,button,2,4,0:01:34,,,
2010,7,Turkish Grand Prix,michael_schumacher,2,5,0:01:35,,,
2010,7,Turkish Grand Prix,rosberg,2,6,0:01:35,,,
2010,8,Canadian Grand Prix,hamilton,1,1,0:01:28,,,
2010,8,Canadian Grand Prix,vettel,1,2,0:01:29,,,
2010,8,Canadian Grand Prix,alonso,1,3,0:01:29,,,
2010,8,Canadian Grand Prix,button,1,4,0:01:31,,,
2010,8,Canadian Grand Prix,webber,1,5,0:01:32,,,
2010,8,Canadian Grand Prix,kubica,1,6,0:01:33,,,
2010,8,Canadian Grand Prix,sutil,1,7,0:01:33,,,
2010,8,Canadian Grand Prix,michael_schumacher,1,8,0:01:34,,,
2010,8,Canadian Grand Prix,hulkenberg,1,9,0:01:34,,,
2010,8,Canadian Grand Prix,alguersuari,1,10,0:01:36,,,
2010,8,Canadian Grand Prix,buemi,1,11,0:01:37,,,
2010,8,Canadian Grand Prix,kovalainen,1,12,0:01:38,,,
2010,8,Canadian Grand Prix,rosberg,1,13,0:01:38,,,
2010,8,Canadian Grand Prix,barrichello,1,14,0:01:39,,,
2010,8,Canadian Grand Prix,trulli,1,15,0:01:39,,,
2010,8,Canadian Grand Prix,bruno_senna,1,16,0:01:40,,,
2010,8,Canadian Grand Prix,grassi,1,17,0:01:41,,,
2010,8,Canadian Grand Prix,petrov,1,18,0:01:43,,,
2010,8,Canadian Grand Prix,chandhok,1,19,0:01:44,,,
2010,8,Canadian Grand Prix,glock,1,20,0:01:45,,,
2010,8,Canadian Grand Prix,kobayashi,1,21,0:01:47,,,
2010,8,Canadian Grand Prix,rosa,1,22,0:02:04,,,
2010,8,Canadian Grand Prix,liuzzi,1,23,0:02:18,,,
2010,8,Canadian Grand Prix,massa,1,24,0:02:40,,,
2010,8,Canadian Grand Prix,hamilton,2,1,0:01:23,,,
2010,8,Canadian Grand Prix,vettel,2,2,0:01:23,,,
2010,8,Canadian Grand Prix,alonso,2,3,0:01:23,,,
2010,8,Canadian Grand Prix,button,2,4,0:01:24,,,
2010,8,Canadian Grand Prix,webber,2,5,0:01:24,,,
2010,8,Canadian Grand Prix,kubica,2,6,0:01:23,,,
2010,9,European Grand Prix,vettel,1,1,0:01:50,,,
2010,9,European Grand Prix,hamilton,1,2,0:01:52,,,
2010,9,European Grand Prix,alonso,1,3,0:01:53,,,
2010,9,European Grand Prix,massa,1,4,0:01:53,,,
2010,9,European Grand Prix,kubica,1,5,0:01:54,,,
2010,9,European Grand Prix,button,1,6,0:01:55,,,
2010,9,European Grand Prix,barrichello,1,7,0:01:55,,,
2010,9,European Grand Prix,hulkenberg,1,8,0:01:56,,,
2010,9,European Grand Prix,webber,1,9,0:01:56,,,
2010,9,European Grand Prix,buemi,1,10,0:01:57,,,
2010,9,European Grand Prix,michael_schumacher,1,11,0:01:58,,,
2010,9,European Grand Prix,sutil,1,12,0:01:58,,,
2010,9,European Grand Prix,liuzzi,1,13,0:01:59,,,
2010,9,European Grand Prix,rosberg,1,14,0:02:00,,,
2010,9,European Grand Prix,petrov,1,15,0:02:00,,,
2010,9,European Grand Prix,alguersuari,1,16,0:02:01,,,
2010,9,European Grand Prix,rosa,1,17,0:02:01,,,
2010,9,European Grand Prix,kobayashi,1,18,0:02:01,,,
2010,9,European Grand Prix,kovalainen,1,19,0:02:03,,,
2010,9,European Grand Prix,grassi,1,20,0:02:03,,,
2010,9,European Grand Prix,glock,1,21,0:02:04,,,
2010,9,European Grand Prix,chandhok,1,22,0:02:04,,,
2010,9,European Grand Prix,bruno_senna,1,23,0:02:05,,,
2010,9,European Grand Prix,trulli,1,24,0:02:59,,,
2010,9,European Grand Prix,vettel,2,1,0:01:44,,,
2010,9,European Grand Prix,hamilton,2,2,0:01:44,,,
2010,9,European Grand Prix,alonso,2,3,0:01:45,,,
2010,9,European Grand Prix,massa,2,4,0:01:45,,,
2010,9,European Grand Prix,kubica,2,5,0:01:45,,,
2010,9,European Grand Prix,button,2,6,0:01:46,,,
2010,10,British Grand Prix,webber,1,1,0:01:42,,,
2010,10,British Grand Prix,hamilton,1,2,0:01:43,,,
2010,10,British Grand Prix,kubica,1,3,0:01:44,,,
2010,10,British Grand Prix,rosberg,1,4,0:01:45,,,
2010,10,British Grand Prix,alonso,1,5,0:01:46,,,
2010,10,British Grand Prix,barrichello,1,6,0:01:47,,,
2010,10,British Grand Prix,michael_schumacher,1,7,0:01:47,,,
2010,10,British Grand Prix,button,1,8,0:01:48,,,
2010,10,British Grand Prix,kobayashi,1,9,0:01:48,,,
2010,10,British Grand Prix,sutil,1,10,0:01:50,,,
2010,10,British Grand Prix,rosa,1,11,0:01:50,,,
2010,10,British Grand Prix,petrov,1,12,0:01:51,,,
2010,10,British Grand Prix,hulkenberg,1,13,0:01:51,,,
2010,10,British Grand Prix,buemi,1,14,0:01:51,,,
2010,10,British Grand Prix,alguersuari,1,15,0:01:51,,,
2010,10,British Grand Prix,trulli,1,16,0:01:52,,,
2010,10,British Grand Prix,kovalainen,1,17,0:01:53,,,
2010,10,British Grand Prix,glock,1,18,0:01:53,,,
2010,10,British Grand Prix,liuzzi,1,19,0:01:54,,,
2010,10,British Grand Prix,grassi,1,20,0:01:54,,,
2010,10,British Grand Prix,chandhok,1,21,0:01:55,,,
2010,10,British Grand Prix,yamamoto,1,22,0:01:56,,,
2010,10,British Grand Prix,massa,1,23,0:02:10,,,
2010,10,British Grand Prix,vettel,1,24,0:02:46,,,
2010,10,British Grand Prix,webber,2,1,0:01:38,,,
2010,10,British Grand Prix,hamilton,2,2,0:01:38,,,
2010,10,British Grand Prix,kubica,2,3,0:01:39,,,
2010,10,British Grand Prix,rosberg,2,4,0:01:39,,,
2010,10,British Grand Prix,alonso,2,5,0:01:38,,,
2010,10,British Grand Prix,barrichello,2,6,0:01:39,,,
2010,11,German Grand Prix,massa,1,1,0:01:25,,,
2010,11,German Grand Prix,alonso,1,2,0:01:26,,,
2010,11,German Grand Prix,vettel,1,3,0:01:27,,,
2010,11,German Grand Prix,hamilton,1,4,0:01:28,,,
2010,11,German Grand Prix,webber,1,5,0:01:29,,,
2010,11,German Grand Prix,button,1,6,0:01:29,,,
2010,11,German Grand Prix,kubica,1,7,0:01:30,,,
2010,11,German Grand Prix,michael_schumacher,1,8,0:01:30,,,
2010,11,German Grand Prix,rosberg,1,9,0:01:31,,,
2010,11,German Grand Prix,kobayashi,1,10,0:01:31,,,
2010,11,German Grand Prix,barrichello,1,11,0:01:32,,,
2010,11,German Grand Prix,petrov,1,12,0:01:32,,,
2010,11,German Grand Prix,hulkenberg,1,13,0:01:33,,,
2010,11,German Grand Prix,rosa,1,14,0:01:34,,,
2010,11,German Grand Prix,trulli,1,15,0:01:36,,,
2010,11,German Grand Prix,kovalainen,1,16,0:01:37,,,
2010,11,German Grand Prix,grassi,1,17,0:01:38,,,
2010,11,German Grand Prix,bruno_senna,1,18,0:01:39,,,
2010,11,German Grand Prix,sutil,1,19,0:01:40,,,
2010,11,German Grand Prix,yamamoto,1,20,0:01:40,,,
2010,11,German Grand Prix,glock,1,21,0:01:40,,,
2010,11,German Grand Prix,liuzzi,1,22,0:01:44,,,
2010,11,German Grand Prix,buemi,1,23,0:01:46,,,
2010,11,German Grand Prix,alguersuari,1,24,0:01:48,,,
2010,11,German Grand Prix,massa,2,1,0:01:20,,,
2010,11,German Grand Prix,alonso,2,2,0:01:20,,,
2010,11,German Grand Prix,vettel,2,3,0:01:20,,,
2010,11,German Grand Prix,hamilton,2,4,0:01:21,,,
2010,11,German Grand Prix,webber,2,5,0:01:21,,,
2010,11,German Grand Prix,button,2,6,0:01:21,,,
2010,12,Hungarian Grand Prix,vettel,1,1,0:01:33,,,
2010,12,Hungarian Grand Prix,alonso,1,2,0:01:34,,,
2010,12,Hungarian Grand Prix,webber,1,3,0:01:35,,,
2010,12,Hungarian Grand Prix,massa,1,4,0:01:36,,,
2010,12,Hungarian Grand Prix,petrov,1,5,0:01:37,,,
2010,12,Hungarian Grand Prix,hamilton,1,6,0:01:37,,,
2010,12,Hungarian Grand Prix,rosberg,1,7,0:01:38,,,
2010,12,Hungarian Grand Prix,kubica,1,8,0:01:39,,,
2010,12,Hungarian Grand Prix,barrichello,1,9,0:01:39,,,
2010,12,Hungarian Grand Prix,hulkenberg,1,10,0:01:40,,,
2010,12,Hungarian Grand Prix,rosa,1,11,0:01:40,,,
2010,12,Hungarian Grand Prix,sutil,1,12,0:01:41,,,
2010,12,Hungarian Grand Prix,michael_schumacher,1,13,0:01:41,,,
2010,12,Hungarian Grand Prix,liuzzi,1,14,0:01:42,,,
2010,12,Hungarian Grand Prix,button,1,15,0:01:42,,,
2010,12,Hungarian Grand Prix,kobayashi,1,16,0:01:43,,,
2010,12,Hungarian Grand Prix,trulli,1,17,0:01:44,,,
2010,12,Hungarian Grand Prix,alguersuari,1,18,0:01:44,,,
2010,12,Hungarian Grand Prix,buemi,1,19,0:01:45,,,
2010,12,Hungarian Grand Prix,grassi,1,20,0:01:45,,,
2010,12,Hungarian Grand Prix,kovalainen,1,21,0:01:46,,,
2010,12,Hungarian Grand Prix,glock,1,22,0:01:46,,,
2010,12,Hungarian Grand Prix,bruno_senna,1,23,0:01:47,,,
2010,12,Hungarian Grand Prix,yamamoto,1,24,0:01:48,,,
2010,12,Hungarian Grand Prix,vettel,2,1,0:01:28,,,
2010,12,Hungarian Grand Prix,alonso,2,2,0:01:30,,,
2010,12,Hungarian Grand Prix,webber,2,3,0:01:30,,,
2010,12,Hungarian Grand Prix,massa,2,4,0:01:30,,,
2010,12,Hungarian Grand Prix,hamilton,2,5,0:01:29,,,
2010,12,Hungarian Grand Prix,petrov,2,6,0:01:32,,,
2010,13,Belgian Grand Prix,hamilton,1,1,0:01:59,,,
2010,13,Belgian Grand Prix,kubica,1,2,0:02:00,,,
2010,13,Belgian Grand Prix,vettel,1,3,0:02:00,,,
2010,13,Belgian Grand Prix,massa,1,4,0:02:01,,,
2010,13,Belgian Grand Prix,button,1,5,0:02:01,,,
2010,13,Belgian Grand Prix,webber,1,6,0:02:02,,,
2010,13,Belgian Grand Prix,hulkenberg,1,7,0:02:03,,,
2010,13,Belgian Grand Prix,sutil,1,8,0:02:03,,,
2010,13,Belgian Grand Prix,rosberg,1,9,0:02:04,,,
2010,13,Belgian Grand Prix,alguersuari,1,10,0:02:04,,,
2010,13,Belgian Grand Prix,liuzzi,1,11,0:02:04,,,
2010,13,Belgian Grand Prix,kobayashi,1,12,0:02:06,,,
2010,13,Belgian Grand Prix,yamamoto,1,13,0:02:07,,,
2010,13,Belgian Grand Prix,michael_schumacher,1,14,0:02:08,,,
2010,13,Belgian Grand Prix,petrov,1,15,0:02:09,,,
2010,13,Belgian Grand Prix,trulli,1,16,0:02:10,,,
2010,13,Belgian Grand Prix,grassi,1,17,0:02:11,,,
2010,13,Belgian Grand Prix,rosa,1,18,0:02:14,,,
2010,13,Belgian Grand Prix,kovalainen,1,19,0:02:16,,,
2010,13,Belgian Grand Prix,bruno_senna,1,20,0:02:17,,,
2010,13,Belgian Grand Prix,glock,1,21,0:02:18,,,
2010,13,Belgian Grand Prix,alonso,1,22,0:02:21,,,
2010,13,Belgian Grand Prix,buemi,1,23,0:02:55,,,
2010,13,Belgian Grand Prix,hamilton,2,1,0:02:18,,,
2010,13,Belgian Grand Prix,button,2,2,0:02:18,,,
2010,13,Belgian Grand Prix,kubica,2,3,0:02:20,,,
2010,13,Belgian Grand Prix,vettel,2,4,0:02:20,,,
2010,13,Belgian Grand Prix,webber,2,5,0:02:20,,,
2010,13,Belgian Grand Prix,massa,2,6,0:02:23,,,
2010,13,Belgian Grand Prix,hulkenberg,2,7,0:02:21,,,
2010,14,Italian Grand Prix,button,1,1,0:01:31,,,
2010,14,Italian Grand Prix,alonso,1,2,0:01:31,,,
2010,14,Italian Grand Prix,massa,1,3,0:01:32,,,
2010,14,Italian Grand Prix,rosberg,1,4,0:01:34,,,
2010,14,Italian Grand Prix,kubica,1,5,0:01:34,,,
2010,14,Italian Grand Prix,hulkenberg,1,6,0:01:34,,,
2010,14,Italian Grand Prix,vettel,1,7,0:01:35,,,
2010,14,Italian Grand Prix,michael_schumacher,1,8,0:01:36,,,
2010,14,Italian Grand Prix,webber,1,9,0:01:36,,,
2010,14,Italian Grand Prix,buemi,1,10,0:01:37,,,
2010,14,Italian Grand Prix,barrichello,1,11,0:01:37,,,
2010,14,Italian Grand Prix,rosa,1,12,0:01:37,,,
2010,14,Italian Grand Prix,alguersuari,1,13,0:01:38,,,
2010,14,Italian Grand Prix,liuzzi,1,14,0:01:39,,,
2010,14,Italian Grand Prix,petrov,1,15,0:01:39,,,
2010,14,Italian Grand Prix,trulli,1,16,0:01:40,,,
2010,14,Italian Grand Prix,glock,1,17,0:01:40,,,
2010,14,Italian Grand Prix,grassi,1,18,0:01:41,,,
2010,14,Italian Grand Prix,kovalainen,1,19,0:01:41,,,
2010,14,Italian Grand Prix,yamamoto,1,20,0:01:42,,,
2010,14,Italian Grand Prix,bruno_senna,1,21,0:01:42,,,
2010,14,Italian Grand Prix,sutil,1,22,0:01:46,,,
2010,14,Italian Grand Prix,button,2,1,0:01:28,,,
2010,14,Italian Grand Prix,alonso,2,2,0:01:28,,,
2010,14,Italian Grand Prix,massa,2,3,0:01:28,,,
2010,14,Italian Grand Prix,rosberg,2,4,0:01:29,,,
2010,14,Italian Grand Prix,kubica,2,5,0:01:29,,,
2010,14,Italian Grand Prix,hulkenberg,2,6,0:01:29,,,
2010,14,Italian Grand Prix,vettel,2,7,0:01:29,,,
2010,14,Italian Grand Prix,michael_schumacher,2,8,0:01:29,,,
2010,15,Singapore Grand Prix,alonso,1,1,0:01:56,,,
2010,15,Singapore Grand Prix,vettel,1,2,0:01:57,,,
2010,15,Singapore Grand Prix,hamilton,1,3,0:01:58,,,
