season,raceId,driverId,constructorId,number,grid,position,positionText,points,laps,statusId,time,milliseconds,fastestLap,fastestLapRank,fastestLapTime,fastestLapSpeed
2019,Bahrain Grand Prix,hamilton,mercedes,44,3,1,1,25,57,Finished,1:34:21.295,5661295,36,2,1:33.528,208.314
2019,Bahrain Grand Prix,bottas,mercedes,77,4,2,2,18,57,Finished,+2.980,5664275,42,3,1:34.209,206.808
2019,Bahrain Grand Prix,leclerc,ferrari,16,1,3,3,16,57,Finished,+6.131,5667426,38,1,1:33.411,208.575
2019,Bahrain Grand Prix,max_verstappen,red_bull,33,5,4,4,12,57,Finished,+6.408,5667703,47,9,1:35.311,204.417
2019,Bahrain Grand Prix,vettel,ferrari,5,2,5,5,10,57,Finished,+36.068,5697363,43,4,1:34.895,205.313
2019,Bahrain Grand Prix,norris,mclaren,4,9,6,6,8,57,Finished,+45.754,5707049,14,12,1:35.777,203.422
2019,Bahrain Grand Prix,raikkonen,alfa,7,8,7,7,6,57,Finished,+47.470,5708765,45,11,1:35.589,203.822
2019,Bahrain Grand Prix,gasly,red_bull,10,13,8,8,4,57,Finished,+58.094,5719389,42,8,1:35.291,204.460
2019,Bahrain Grand Prix,albon,toro_rosso,23,12,9,9,2,57,Finished,+1:02.697,5723992,39,16,1:36.752,201.372
2019,Bahrain Grand Prix,perez,racing_point,11,14,10,10,1,57,Finished,+1:03.696,5724991,51,14,1:36.330,202.254
2020,Austrian Grand Prix,bottas,mercedes,77,1,1,1,25,71,Finished,1:30:55.739,5455739,68,2,1:07.657,229.758
2020,Austrian Grand Prix,leclerc,ferrari,16,7,2,2,18,71,Finished,+2.700,5458439,64,4,1:07.901,228.933
2020,Austrian Grand Prix,norris,mclaren,4,3,3,3,16,71,Finished,+5.491,5461230,71,1,1:07.475,230.378
2020,Austrian Grand Prix,hamilton,mercedes,44,5,4,4,12,71,Finished,+5.689,5461428,67,3,1:07.712,229.572
2020,Austrian Grand Prix,sainz,mclaren,55,8,5,5,10,71,Finished,+8.903,5464642,63,5,1:07.974,228.687
2020,Austrian Grand Prix,perez,racing_point,11,6,6,6,8,71,Finished,+15.092,5470831,63,6,1:08.305,227.579
2020,Austrian Grand Prix,gasly,alphatauri,10,12,7,7,6,71,Finished,+16.682,5472421,64,11,1:09.025,225.205
2020,Austrian Grand Prix,ocon,renault,31,14,8,8,4,71,Finished,+17.456,5473195,64,10,1:08.932,225.509
2020,Austrian Grand Prix,giovinazzi,alfa,99,18,9,9,2,71,Finished,+21.146,5476885,70,9,1:08.796,225.954
2020,Austrian Grand Prix,vettel,ferrari,5,11,10,10,1,71,Finished,+24.545,5480284,71,8,1:08.623,226.524
2020,Austrian Grand Prix,latifi,williams,6,20,11,11,0,71,Finished,+31.650,5487389,63,16,1:09.662,223.146
2020,Austrian Grand Prix,kvyat,alphatauri,26,13,12,12,0,69,Suspension,,,50,13,1:09.135,224.847
2020,Austrian Grand Prix,albon,red_bull,23,4,13,13,0,67,Electronics,,,50,7,1:08.432,227.156
2020,Austrian Grand Prix,raikkonen,alfa,7,19,14,R,0,53,Wheel,,,48,12,1:09.031,225.185
2020,Austrian Grand Prix,russell,williams,63,17,15,R,0,49,Fuel pressure,,,49,14,1:09.317,224.256
2020,Austrian Grand Prix,grosjean,haas,8,15,16,R,0,49,Brakes,,,46,17,1:10.228,221.347
2020,Austrian Grand Prix,kevin_magnussen,haas,20,16,17,R,0,24,Brakes,,,23,20,1:10.720,219.807
2020,Austrian Grand Prix,stroll,racing_point,18,9,18,R,0,20,Engine,,,4,18,1:10.326,221.039
2020,Austrian Grand Prix,ricciardo,renault,3,10,19,R,0,17,Overheating,,,8,19,1:10.610,220.150
2020,Austrian Grand Prix,max_verstappen,red_bull,33,2,20,R,0,11,Electronics,,,5,15,1:09.351,224.146
2020,Styrian Grand Prix,hamilton,mercedes,44,1,1,1,25,71,Finished,1:22:50.683,4970683,68,3,1:06.719,232.989
2020,Styrian Grand Prix,bottas,mercedes,77,4,2,2,18,71,Finished,+13.719,4984402,62,7,1:07.534,230.177
2020,Styrian Grand Prix,max_verstappen,red_bull,33,2,3,3,15,71,Finished,+33.698,5004381,70,2,1:06.145,235.010
2020,Styrian Grand Prix,albon,red_bull,23,6,4,4,12,71,Finished,+44.400,5015083,67,6,1:07.299,230.981
2020,Styrian Grand Prix,norris,mclaren,4,9,5,5,10,71,Finished,+1:01.470,5032153,66,5,1:07.193,231.345
2020,Styrian Grand Prix,perez,racing_point,11,17,6,6,8,71,Finished,+1:02.387,5033070,68,4,1:07.188,231.362
2020,Styrian Grand Prix,stroll,racing_point,18,12,7,7,6,71,Finished,+1:02.453,5033136,65,10,1:07.833,229.162
2020,Styrian Grand Prix,ricciardo,renault,3,8,8,8,4,71,Finished,+1:02.591,5033274,65,9,1:07.832,229.166
2020,Styrian Grand Prix,sainz,mclaren,55,3,9,9,3,70,+1 Lap,,,68,1,1:05.619,236.894
2020,Styrian Grand Prix,kvyat,alphatauri,26,13,10,10,1,70,+1 Lap,,,60,13,1:08.378,227.336
2021,Bahrain Grand Prix,hamilton,mercedes,44,2,1,1,25,56,Finished,1:32:03.897,5523897,44,4,1:34.015,207.235
2021,Bahrain Grand Prix,max_verstappen,red_bull,33,1,2,2,18,56,Finished,+0.745,5524642,41,2,1:33.228,208.984
2021,Bahrain Grand Prix,bottas,mercedes,77,3,3,3,16,56,Finished,+37.383,5561280,56,1,1:32.090,211.566
2021,Bahrain Grand Prix,norris,mclaren,4,7,4,4,12,56,Finished,+46.466,5570363,38,6,1:34.396,206.398
2021,Bahrain Grand Prix,perez,red_bull,11,0,5,5,10,56,Finished,+52.047,5575944,44,3,1:33.970,207.334
2021,Bahrain Grand Prix,leclerc,ferrari,16,4,6,6,8,56,Finished,+59.090,5582987,39,11,1:34.988,205.112
2021,Bahrain Grand Prix,ricciardo,mclaren,3,6,7,7,6,56,Finished,+66.004,5589901,36,10,1:34.932,205.233
2021,Bahrain Grand Prix,sainz,ferrari,55,8,8,8,4,56,Finished,+67.100,5590997,48,7,1:34.509,206.151
2021,Bahrain Grand Prix,tsunoda,alphatauri,22,13,9,9,2,56,Finished,+85.692,5609589,38,8,1:34.761,205.603
2021,Bahrain Grand Prix,stroll,aston_martin,18,10,10,10,1,56,Finished,+86.713,5610610,31,9,1:34.865,205.378
2021,Bahrain Grand Prix,raikkonen,alfa,7,14,11,11,0,56,Finished,+88.864,5612761,45,14,1:35.192,204.672
2021,Bahrain Grand Prix,giovinazzi,alfa,99,12,12,12,0,55,+1 Lap,,,32,13,1:35.122,204.823
2021,Bahrain Grand Prix,ocon,alpine,31,16,13,13,0,55,+1 Lap,,,33,15,1:35.250,204.548
2021,Bahrain Grand Prix,russell,williams,63,15,14,14,0,55,+1 Lap,,,40,12,1:35.036,205.008
2021,Bahrain Grand Prix,vettel,aston_martin,5,20,15,15,0,55,+1 Lap,,,26,16,1:35.566,203.871
2021,Bahrain Grand Prix,mick_schumacher,haas,47,18,16,16,0,55,+1 Lap,,,38,18,1:36.134,202.667
2021,Bahrain Grand Prix,gasly,alphatauri,10,5,17,17,0,52,Retired,,,48,5,1:34.090,207.069
2021,Bahrain Grand Prix,latifi,williams,6,17,18,18,0,51,Retired,,,16,19,1:36.602,201.685
2021,Bahrain Grand Prix,alonso,alpine,14,9,19,R,0,32,Brakes,,,31,17,1:36.063,202.816
2021,Bahrain Grand Prix,mazepin,haas,9,19,20,R,0,0,Accident,,,,,,
2021,Emilia Romagna Grand Prix,max_verstappen,red_bull,33,3,1,1,25,63,Finished,2:02:34.598,7354598,60,2,1:17.524,227.960
2021,Emilia Romagna Grand Prix,hamilton,mercedes,44,1,2,2,19,63,Finished,+22.000,7376598,60,1,1:16.702,230.403
2021,Emilia Romagna Grand Prix,norris,mclaren,4,7,3,3,15,63,Finished,+23.702,7378300,63,3,1:18.259,225.819
2021,Emilia Romagna Grand Prix,leclerc,ferrari,16,4,4,4,12,63,Finished,+25.579,7380177,60,6,1:18.379,225.473
2021,Emilia Romagna Grand Prix,sainz,ferrari,55,11,5,5,10,63,Finished,+27.036,7381634,60,7,1:18.490,225.154
2021,Emilia Romagna Grand Prix,ricciardo,mclaren,3,6,6,6,8,63,Finished,+51.220,7405818,54,12,1:19.341,222.739
2021,Emilia Romagna Grand Prix,gasly,alphatauri,10,5,7,7,6,63,Finished,+52.818,7407416,52,9,1:18.994,223.718
2021,Emilia Romagna Grand Prix,stroll,aston_martin,18,10,8,8,4,63,Finished,+56.909,7411507,59,8,1:18.782,224.320
2021,Emilia Romagna Grand Prix,ocon,alpine,31,9,9,9,2,63,Finished,+65.704,7420302,62,15,1:19.422,222.512
2021,Emilia Romagna Grand Prix,alonso,alpine,14,15,10,10,1,63,Finished,+66.561,7421159,62,14,1:19.417,222.526
2022,Bahrain Grand Prix,leclerc,ferrari,16,1,1,1,26,57,Finished,1:37:33.584,5853584,51,1,1:34.570,206.018
2022,Bahrain Grand Prix,sainz,ferrari,55,3,2,2,18,57,Finished,+5.598,5859182,52,3,1:35.740,203.501
2022,Bahrain Grand Prix,hamilton,mercedes,44,5,3,3,15,57,Finished,+9.675,5863259,53,5,1:36.228,202.469
2022,Bahrain Grand Prix,russell,mercedes,63,9,4,4,12,57,Finished,+11.211,5864795,56,6,1:36.302,202.313
2022,Bahrain Grand Prix,kevin_magnussen,haas,20,7,5,5,10,57,Finished,+14.754,5868338,53,8,1:36.623,201.641
2022,Bahrain Grand Prix,bottas,alfa,77,6,6,6,8,57,Finished,+16.119,5869703,53,7,1:36.599,201.691
2022,Bahrain Grand Prix,ocon,alpine,31,11,7,7,6,57,Finished,+19.423,5873007,53,14,1:37.110,200.630
2022,Bahrain Grand Prix,tsunoda,alphatauri,22,16,8,8,4,57,Finished,+20.386,5873970,53,13,1:37.104,200.642
2022,Bahrain Grand Prix,alonso,alpine,14,8,9,9,2,57,Finished,+22.390,5875974,44,10,1:36.733,201.412
2022,Bahrain Grand Prix,zhou,alfa,24,15,10,10,1,57,Finished,+23.064,5876648,39,9,1:36.685,201.512
2022,Bahrain Grand Prix,mick_schumacher,haas,47,12,11,11,0,57,Finished,+32.574,5886158,37,11,1:36.956,200.948
2022,Bahrain Grand Prix,stroll,aston_martin,18,19,12,12,0,57,Finished,+45.873,5899457,49,15,1:37.146,200.555
2022,Bahrain Grand Prix,albon,williams,23,14,13,13,0,57,Finished,+53.932,5907516,50,18,1:37.355,200.125
2022,Bahrain Grand Prix,ricciardo,mclaren,3,18,14,14,0,57,Finished,+54.975,5908559,50,16,1:37.261,200.318
2022,Bahrain Grand Prix,norris,mclaren,4,13,15,15,0,57,Finished,+56.335,5909919,51,12,1:36.988,200.882
2022,Bahrain Grand Prix,latifi,williams,6,20,16,16,0,57,Finished,+1:01.795,5915379,51,20,1:38.251,198.300
2022,Bahrain Grand Prix,hulkenberg,aston_martin,27,17,17,17,0,57,Finished,+1:03.829,5917413,49,19,1:38.201,198.401
2022,Bahrain Grand Prix,perez,red_bull,11,4,18,18,0,56,Fuel pressure,,,52,4,1:36.089,202.762
2022,Bahrain Grand Prix,max_verstappen,red_bull,1,2,19,19,0,54,Fuel pressure,,,51,2,1:35.440,204.140
2022,Bahrain Grand Prix,gasly,alphatauri,10,10,20,R,0,44,Power Unit,,,34,17,1:37.324,200.189
2022,Saudi Arabian Grand Prix,max_verstappen,red_bull,1,4,1,1,25,50,Finished,1:24:19.293,5059293,50,2,1:31.772,242.191
2022,Saudi Arabian Grand Prix,leclerc,ferrari,16,2,2,2,19,50,Finished,+0.549,5059842,48,1,1:31.634,242.556
2022,Saudi Arabian Grand Prix,sainz,ferrari,55,3,3,3,15,50,Finished,+8.097,5067390,48,3,1:31.905,241.841
2022,Saudi Arabian Grand Prix,perez,red_bull,11,1,4,4,12,50,Finished,+10.800,5070093,46,4,1:32.042,241.481
2022,Saudi Arabian Grand Prix,russell,mercedes,63,6,5,5,10,50,Finished,+32.732,5092025,43,7,1:32.821,239.454
2022,Saudi Arabian Grand Prix,ocon,alpine,31,5,6,6,8,50,Finished,+56.017,5115310,46,9,1:33.103,238.729
2022,Saudi Arabian Grand Prix,norris,mclaren,4,11,7,7,6,50,Finished,+56.124,5115417,46,5,1:32.753,239.629
2022,Saudi Arabian Grand Prix,gasly,alphatauri,10,9,8,8,4,50,Finished,+1:02.946,5122239,42,10,1:33.468,237.796
2022,Saudi Arabian Grand Prix,kevin_magnussen,haas,20,10,9,9,2,50,Finished,+1:04.308,5123601,48,6,1:32.779,239.562
2022,Saudi Arabian Grand Prix,hamilton,mercedes,44,15,10,10,1,50,Finished,+1:13.948,5133241,47,8,1:32.997,239.001
